accountAgeDays,numItems,localTime,paymentMethod,paymentMethodAgeDays,Category,isWeekend,label
1739,1,4.921318,creditcard,0,shopping,1,0
40,1,4.921349,creditcard,39.26180556,electronics,1,0
516,1,4.965339,creditcard,116.7756944,food,0,0
1,1,4.895263,creditcard,0.022222222,shopping,,1
328,1,5.017904,creditcard,0,electronics,0,0
10,1,4.876771,creditcard,0,food,0,0
2000,1,4.745402,paypal,0.13125,shopping,1,0
55,1,4.52458,paypal,0.000694444,electronics,0,0
5,1,5.034622,creditcard,4.4,food,1,0
1355,1,4.965339,creditcard,0,shopping,0,0
304,1,5.017904,storecredit,0.014583333,electronics,1,0
172,1,5.017904,creditcard,171.8701389,food,0,0
2000,1,4.505662,creditcard,363.3736111,shopping,0,0
2000,1,4.876771,creditcard,0.001388889,electronics,0,0
850,1,4.895263,creditcard,0,food,0,0
1955,1,4.962055,creditcard,30.21666667,shopping,1,0
112,1,4.962055,creditcard,0,electronics,0,0
1484,1,4.461622,paypal,0.002083333,food,1,0
2,2,5.017904,creditcard,1.445138889,shopping,0,0
2000,1,5.017904,creditcard,0.000694444,electronics,1,0
1873,1,4.52458,creditcard,0,food,1,0
259,1,4.745402,paypal,0,shopping,1,0
935,1,4.52458,creditcard,12.3875,electronics,1,0
1251,1,4.748314,creditcard,0.016666667,food,1,0
1010,1,4.745402,creditcard,451.0430556,shopping,0,0
264,1,5.034622,paypal,0,electronics,0,0
549,1,4.895263,creditcard,0.440972222,food,1,0
4,1,5.017904,storecredit,0.000694444,shopping,1,0
31,1,5.034622,creditcard,0,electronics,0,0
29,1,4.921349,creditcard,0,food,0,0
1,1,4.836982,creditcard,0.000694444,shopping,,1
1977,1,4.745402,paypal,0,electronics,1,0
2000,1,4.921349,storecredit,27.69791667,food,0,0
2000,1,5.034622,creditcard,0,shopping,1,0
1,1,4.748314,paypal,0.000694444,electronics,,1
1338,1,4.836982,creditcard,240.6965278,food,1,0
900,1,4.921349,creditcard,0,shopping,0,0
995,1,4.886641,creditcard,0,electronics,0,0
14,1,4.921318,creditcard,13.98194444,food,1,0
2000,1,4.886641,creditcard,55.75,shopping,1,0
2000,1,4.505662,creditcard,0,electronics,0,0
2000,1,4.52458,creditcard,13.28333333,food,1,0
201,1,4.836982,creditcard,0.021527778,shopping,0,0
2000,1,4.742303,creditcard,0.001388889,electronics,0,0
170,1,4.461622,creditcard,169.6263889,food,1,0
33,1,4.836982,creditcard,32.60625,shopping,0,0
581,1,4.962055,creditcard,0.053472222,electronics,0,0
29,1,4.836982,storecredit,0,food,1,0
72,1,4.52458,storecredit,0,shopping,0,0
17,1,4.461622,paypal,16.74305556,electronics,1,0
7,1,4.876771,creditcard,3.213888889,food,1,0
6,1,4.461622,creditcard,0,shopping,0,0
2000,1,4.962055,creditcard,451.8805556,electronics,0,0
2000,1,4.876771,creditcard,116.0833333,food,1,0
4,1,4.921349,paypal,0,shopping,0,0
159,1,4.965339,creditcard,136.1368056,electronics,0,0
34,1,4.895263,creditcard,0,food,1,0
353,1,4.836982,creditcard,0,shopping,1,0
38,1,4.921318,paypal,0.000694444,electronics,1,0
83,1,4.52458,creditcard,82.70416667,food,0,0
2000,1,3.954522,paypal,1004.015278,shopping,1,0
2000,1,4.921318,creditcard,0.000694444,electronics,1,0
2000,1,4.748314,paypal,0,food,0,0
7,1,4.921349,creditcard,6.004861111,shopping,1,0
2000,1,4.876771,creditcard,0.000694444,electronics,0,0
3,1,4.965339,creditcard,2.086805556,food,1,0
117,1,4.742303,creditcard,25.95347222,shopping,1,0
2,1,4.461622,creditcard,0,electronics,0,0
549,1,4.921318,creditcard,0,food,0,0
10,1,5.017904,creditcard,4.479861111,shopping,0,0
103,1,5.034622,paypal,0.000694444,electronics,1,0
1702,1,4.505662,creditcard,0.005555556,food,0,0
623,1,4.745402,creditcard,0,shopping,1,0
2000,1,4.965339,creditcard,0,electronics,0,0
1263,1,4.895263,creditcard,0,food,0,0
318,1,5.040929,creditcard,0,shopping,1,0
905,1,4.836982,creditcard,244.4583333,electronics,0,0
213,1,3.575983,creditcard,0,food,1,0
77,1,4.836982,creditcard,0,shopping,0,0
45,1,4.962055,creditcard,0,electronics,0,0
1057,1,5.017904,creditcard,0.015277778,food,0,0
1536,1,3.575983,creditcard,0.379166667,shopping,1,0
2000,1,4.748314,creditcard,1002.030556,electronics,1,0
114,1,5.017904,paypal,113.20625,food,1,0
1507,1,5.040929,paypal,15.21666667,shopping,1,0
431,1,3.954522,creditcard,190.86875,electronics,1,0
1354,1,4.461622,creditcard,327.4236111,food,1,0
1996,1,4.962055,storecredit,272.7347222,shopping,1,0
1325,1,4.965339,creditcard,0,electronics,0,0
2000,1,3.483951,creditcard,503.4243056,food,0,0
2000,1,4.921318,paypal,0,shopping,1,0
73,1,4.962055,creditcard,72.80208333,electronics,1,0
1769,1,4.748314,creditcard,134.8291667,food,0,0
1976,1,5.034622,creditcard,0.001388889,shopping,1,0
28,1,4.505662,creditcard,0.000694444,electronics,1,0
112,1,4.965339,creditcard,0.004861111,food,0,0
112,2,4.52458,creditcard,111.8722222,shopping,1,0
199,1,5.034622,paypal,0,electronics,0,0
2000,1,4.505662,creditcard,0.035416667,food,1,0
13,1,4.52458,paypal,12.34027778,shopping,0,0
1852,1,4.748314,paypal,0.004166667,electronics,0,0
2000,1,4.921318,creditcard,0.010416667,food,0,0
2000,1,4.836982,creditcard,0,shopping,0,0
1749,2,4.52458,storecredit,0.000694444,electronics,1,0
786,1,4.962055,creditcard,0,food,1,0
26,1,4.748314,creditcard,0,shopping,1,0
2000,1,4.876771,creditcard,0.004861111,electronics,0,0
151,1,4.742303,creditcard,0.471527778,food,1,0
44,1,4.886641,paypal,27.94097222,shopping,1,0
2,1,4.748314,creditcard,1.747222222,electronics,1,0
247,1,4.921318,creditcard,0,food,1,0
97,1,4.921318,creditcard,96.21944444,shopping,0,0
9,1,4.921318,creditcard,7.988888889,electronics,0,0
712,1,5.040929,creditcard,0,food,0,0
2000,1,4.836982,creditcard,2.715277778,shopping,1,0
870,1,4.921349,creditcard,0,electronics,1,0
509,1,4.965339,creditcard,0,food,1,0
2,1,4.886641,creditcard,1.700694444,shopping,1,0
2000,1,4.057414,paypal,606.8847222,electronics,0,0
29,1,4.745402,storecredit,0,food,1,0
2,1,4.965339,creditcard,1.421527778,shopping,1,0
1235,1,2.94894,creditcard,402.7513889,electronics,0,0
1717,1,4.52458,paypal,596.1076389,food,1,0
2000,1,4.921318,creditcard,0,shopping,1,0
2000,1,5.017904,creditcard,0,electronics,0,0
2000,1,4.52458,paypal,342.1069444,food,0,0
548,1,4.836982,creditcard,0.002083333,shopping,0,0
691,1,4.886641,storecredit,0,electronics,1,0
763,1,4.745402,creditcard,0.0125,food,0,0
2,1,4.965339,creditcard,0,shopping,0,0
1318,1,5.034622,creditcard,0.000694444,electronics,1,0
1589,1,2.596228,creditcard,0,food,0,0
2,1,4.52458,creditcard,0.035416667,shopping,0,0
2000,1,5.034622,creditcard,1147.395139,food,1,0
293,1,4.505662,creditcard,0.027083333,shopping,1,0
134,1,4.895263,creditcard,10.04861111,electronics,0,0
986,1,4.921349,paypal,967.0069444,food,1,0
2000,1,4.52458,creditcard,0.000694444,shopping,1,0
2000,1,5.017904,creditcard,0,electronics,0,0
62,1,4.52458,creditcard,61.89791667,food,0,0
833,1,4.962055,creditcard,0,shopping,1,0
2000,1,4.965339,creditcard,0,electronics,0,0
2000,1,5.040929,paypal,309.5118056,food,1,0
2000,1,4.461622,paypal,0.505555556,shopping,1,0
2000,1,4.876771,creditcard,844.1472222,electronics,1,0
172,1,4.876771,creditcard,2.298611111,food,0,0
28,1,4.057414,creditcard,0.000694444,shopping,0,0
112,1,4.745402,creditcard,0.001388889,electronics,0,0
7,1,4.921318,creditcard,6.992361111,food,1,0
142,1,4.836982,storecredit,0,shopping,0,0
1,1,4.748314,creditcard,0,electronics,,1
2000,1,4.742303,paypal,333.4326389,food,0,0
14,1,4.52458,creditcard,13.075,shopping,1,0
1725,1,4.876771,creditcard,0,electronics,1,0
120,1,5.040929,creditcard,0.001388889,food,1,0
905,1,4.921318,creditcard,0,shopping,0,0
3,1,4.962055,creditcard,2.689583333,electronics,1,0
312,1,4.745402,storecredit,0.001388889,food,1,0
2,1,4.748314,paypal,1.936111111,shopping,1,0
325,1,4.876771,creditcard,0,electronics,0,0
92,1,5.040929,creditcard,91.20555556,food,0,0
45,1,4.836982,paypal,0,shopping,0,0
2,1,5.017904,paypal,1.008333333,electronics,0,0
169,1,4.742303,creditcard,0.000694444,food,1,0
34,1,4.461622,paypal,33.96597222,shopping,1,0
2000,1,4.921349,creditcard,1282.289583,electronics,1,0
2,1,5.034622,creditcard,1.207638889,food,0,0
2000,1,4.895263,creditcard,0,shopping,1,0
413,1,4.921349,creditcard,0.03125,electronics,1,0
2000,1,4.505662,storecredit,0,food,1,0
117,1,4.921318,paypal,0,shopping,0,0
2,1,4.895263,creditcard,1.466666667,electronics,0,0
1697,1,3.483951,creditcard,86.76458333,food,1,0
1334,1,2.94894,creditcard,719.4055556,shopping,1,0
1132,1,4.836982,storecredit,0.00625,electronics,1,0
34,1,3.483951,paypal,0,food,1,0
43,1,4.748314,creditcard,0.000694444,shopping,1,0
71,1,4.962055,creditcard,70.00625,electronics,1,0
906,1,4.836982,creditcard,905.4652778,food,0,0
43,1,3.954522,creditcard,0,shopping,0,0
331,1,4.461622,creditcard,202.4590278,electronics,0,0
123,1,3.066058,creditcard,119.2152778,food,1,0
136,1,4.461622,creditcard,0.001388889,shopping,1,0
1106,1,4.461622,creditcard,0.867361111,electronics,1,0
2000,1,4.962055,paypal,547.6069444,food,1,0
7,1,4.876771,creditcard,6.914583333,shopping,0,0
2,1,4.965339,creditcard,0.002777778,electronics,0,0
2000,1,4.745402,storecredit,0,food,0,0
2,1,4.505662,creditcard,1.628472222,shopping,0,0
2000,1,4.52458,creditcard,0.00625,electronics,1,0
296,1,4.745402,creditcard,0,food,1,0
1836,1,4.962055,creditcard,0,shopping,1,0
2000,1,4.461622,creditcard,0.000694444,electronics,0,0
231,1,4.921349,creditcard,0,food,0,0
274,1,4.921318,paypal,0,shopping,0,0
1738,1,4.886641,creditcard,0.002777778,electronics,0,0
1379,2,4.52458,creditcard,0.009722222,food,0,0
2000,1,4.962055,creditcard,1120.343056,shopping,1,0
183,1,4.748314,creditcard,0,electronics,1,0
938,1,5.017904,creditcard,0,food,1,0
1306,1,4.461622,creditcard,0.050694444,shopping,0,0
2000,1,4.836982,paypal,0,electronics,0,0
78,1,4.886641,creditcard,0.002777778,food,1,0
183,1,5.034622,creditcard,182,shopping,1,0
1493,1,4.505662,creditcard,218.1527778,electronics,0,0
611,1,4.921318,paypal,0,food,0,0
8,1,4.52458,creditcard,0.000694444,shopping,0,0
918,2,5.034622,creditcard,175.1284722,electronics,1,0
1975,1,4.742303,creditcard,230.3777778,food,1,0
25,1,4.876771,paypal,0,shopping,1,0
78,1,5.040929,creditcard,77.13819444,electronics,1,0
2000,1,4.895263,creditcard,74.05347222,food,0,0
581,1,4.886641,creditcard,0,shopping,0,0
167,1,5.034622,creditcard,0,electronics,0,0
45,1,4.895263,creditcard,42.70138889,food,0,0
1610,1,4.962055,paypal,0.001388889,shopping,1,0
279,1,5.040929,creditcard,140.1798611,electronics,1,0
199,1,4.876771,creditcard,0.000694444,food,1,0
489,1,4.836982,creditcard,0.001388889,shopping,1,0
1749,1,4.921318,creditcard,761.0541667,food,1,0
6,1,4.836982,creditcard,0,shopping,1,0
54,1,4.745402,paypal,7.974305556,electronics,1,0
48,1,5.017904,creditcard,0.002083333,food,0,0
2000,1,4.895263,creditcard,6.733333333,shopping,1,0
2000,1,4.745402,creditcard,375.5805556,electronics,1,0
1808,1,4.52458,creditcard,0,food,1,0
2000,1,4.962055,paypal,24.05694444,shopping,0,0
991,1,4.745402,storecredit,0,electronics,1,0
852,1,4.895263,creditcard,0,food,0,0
4,1,4.52458,paypal,0,shopping,0,0
3,1,5.040929,paypal,0,electronics,1,0
885,1,5.040929,creditcard,316.4381944,shopping,1,0
1416,1,4.748314,creditcard,79.67430556,electronics,0,0
2000,1,5.040929,paypal,462.01875,food,1,0
20,1,4.52458,paypal,19.59305556,shopping,0,0
1718,1,4.876771,creditcard,0.003472222,electronics,1,0
2000,1,4.876771,paypal,0,food,0,0
308,1,4.895263,creditcard,0.001388889,shopping,0,0
1655,1,4.745402,creditcard,324.7805556,electronics,1,0
1231,1,4.962055,creditcard,104.7416667,food,0,0
2000,1,5.034622,creditcard,0.260416667,shopping,1,0
2000,1,4.895263,creditcard,0,electronics,0,0
1072,1,4.876771,creditcard,355.2888889,food,0,0
118,1,4.745402,paypal,0.000694444,shopping,1,0
1438,1,4.895263,creditcard,703.4541667,electronics,1,0
3,1,4.461622,paypal,0,food,1,0
1929,1,4.748314,storecredit,460.6326389,shopping,0,0
62,1,5.034622,creditcard,0,electronics,1,0
391,1,5.017904,paypal,0,food,0,0
624,1,4.921349,creditcard,58.91805556,shopping,0,0
2000,1,4.886641,storecredit,0.00625,electronics,1,0
1,1,4.836982,creditcard,0,food,,1
531,1,4.52458,creditcard,1.99375,shopping,0,0
1118,1,4.962055,creditcard,0,electronics,1,0
20,1,5.034622,creditcard,19.90833333,food,1,0
6,1,4.836982,creditcard,0,shopping,1,0
685,1,4.886641,creditcard,0,electronics,0,0
188,1,4.52458,creditcard,168.9743056,food,0,0
948,1,4.461622,creditcard,0,shopping,0,0
2000,1,4.962055,creditcard,87.02152778,electronics,0,0
968,1,4.057414,creditcard,224.3090278,food,0,0
74,1,4.745402,creditcard,73.80625,shopping,0,0
1027,1,5.034622,storecredit,0,electronics,0,0
1607,3,4.876771,storecredit,1026.900694,food,0,0
1,1,3.954522,creditcard,0,shopping,,1
1589,1,4.742303,creditcard,528.5180556,electronics,0,0
5,1,4.52458,creditcard,0.000694444,food,0,0
2,1,4.461622,paypal,1.4375,shopping,0,0
1045,1,4.461622,creditcard,325.5708333,electronics,1,0
231,1,4.876771,creditcard,0,food,0,0
1849,1,4.057414,creditcard,0,shopping,0,0
71,1,4.057414,paypal,0,electronics,1,0
147,1,3.954522,paypal,0.000694444,food,1,0
948,1,4.461622,creditcard,78.87847222,shopping,1,0
2,1,2.94894,paypal,1.1125,electronics,0,0
32,1,4.965339,creditcard,0.000694444,food,0,0
1204,1,4.965339,creditcard,0.004166667,shopping,1,0
2,1,4.836982,creditcard,1.638194444,electronics,1,0
1455,1,4.886641,creditcard,0,shopping,1,0
187,1,5.034622,paypal,2.0375,electronics,0,0
2000,1,3.066058,paypal,1.021527778,food,1,0
2000,1,4.742303,creditcard,847.6520833,shopping,1,0
78,1,4.895263,creditcard,0.002083333,electronics,0,0
7,1,4.745402,creditcard,0,food,0,0
37,1,4.962055,creditcard,0,shopping,0,0
63,1,4.876771,creditcard,0,electronics,0,0
4,1,4.965339,creditcard,0,food,0,0
305,1,4.965339,storecredit,0,shopping,1,0
2000,1,4.895263,paypal,0,electronics,0,0
92,1,5.034622,paypal,91.02430556,food,1,0
1803,1,4.742303,storecredit,0.026388889,shopping,1,0
20,1,5.040929,creditcard,0,electronics,0,0
2000,1,4.886641,creditcard,0.002083333,food,0,0
917,1,4.921349,creditcard,548.9173611,shopping,0,0
1572,1,4.461622,creditcard,129.0923611,electronics,1,0
2,1,4.876771,creditcard,0,food,1,0
2000,1,4.876771,paypal,519.0951389,shopping,0,0
31,1,4.748314,paypal,14.67013889,electronics,1,0
28,1,4.745402,paypal,0,food,0,0
445,1,4.742303,creditcard,275.5222222,shopping,1,0
28,1,4.876771,creditcard,0,electronics,1,0
1935,1,4.921349,creditcard,234.1347222,food,1,0
1013,1,4.057414,storecredit,918.9756944,shopping,1,0
2000,1,4.745402,creditcard,0,electronics,1,0
2000,1,4.876771,creditcard,0.002777778,food,0,0
11,1,4.52458,creditcard,10.02152778,shopping,1,0
2000,1,4.742303,creditcard,0,electronics,0,0
520,1,3.954522,creditcard,519.7416667,food,1,0
133,1,4.742303,creditcard,26.19236111,shopping,1,0
2,1,4.748314,paypal,0,electronics,0,0
2000,1,4.921318,paypal,319.0291667,food,0,0
1925,1,2.596228,creditcard,97.96319444,shopping,0,0
48,1,4.876771,creditcard,0.000694444,electronics,0,0
2000,1,4.876771,creditcard,498.7576389,food,1,0
483,1,3.483951,paypal,482.2680556,shopping,0,0
1857,1,4.876771,creditcard,0,electronics,0,0
176,1,4.921349,creditcard,0,food,0,0
130,1,4.876771,creditcard,129.1826389,shopping,0,0
2000,1,4.505662,paypal,0.00625,electronics,0,0
48,1,4.057414,creditcard,0,food,0,0
1,1,4.745402,creditcard,0,shopping,,1
927,1,2.94894,creditcard,579.5479167,electronics,1,0
139,1,4.52458,creditcard,138.7041667,food,0,0
2000,1,4.965339,creditcard,0,shopping,1,0
1754,1,3.575983,storecredit,97.41388889,electronics,0,0
675,1,4.742303,creditcard,0,food,0,0
9,1,4.921349,creditcard,0,shopping,1,0
101,1,5.017904,creditcard,0,food,0,0
2000,1,4.876771,creditcard,0,shopping,0,0
907,1,5.017904,creditcard,0,electronics,0,0
790,10,4.836982,creditcard,684.2326389,food,0,0
7,1,4.895263,creditcard,6.790277778,shopping,0,0
656,1,4.921318,creditcard,0.000694444,electronics,0,0
59,1,4.52458,paypal,58.85347222,food,1,0
1754,1,4.876771,paypal,0.033333333,shopping,1,0
2000,1,4.461622,paypal,0,electronics,0,0
2000,1,3.575983,creditcard,402.6125,food,0,0
2000,2,4.745402,creditcard,0.000694444,shopping,0,0
2000,1,4.057414,creditcard,86.54444444,electronics,0,0
11,1,4.876771,creditcard,0,food,0,0
1974,1,4.745402,creditcard,0,shopping,1,0
6,1,5.034622,paypal,5.120833333,electronics,1,0
2000,1,4.057414,creditcard,1.2375,food,1,0
614,1,5.040929,paypal,540.1069444,shopping,1,0
53,1,4.876771,creditcard,52.80763889,electronics,0,0
3,1,4.836982,creditcard,0,food,0,0
2000,1,4.876771,paypal,680.2944444,electronics,0,0
759,1,4.921349,creditcard,2.797916667,food,1,0
229,1,4.505662,creditcard,160.9409722,shopping,1,0
570,1,5.017904,creditcard,0,electronics,0,0
681,1,4.057414,paypal,119.1243056,food,1,0
2,1,4.748314,creditcard,0,shopping,0,0
4,1,4.742303,creditcard,0,electronics,0,0
1702,1,4.745402,paypal,14.69791667,food,0,0
32,1,4.876771,creditcard,0,shopping,0,0
156,1,5.017904,storecredit,20.28680556,electronics,1,0
2000,1,4.921318,paypal,231.3722222,food,1,0
1058,1,4.745402,creditcard,0,shopping,0,0
98,1,4.965339,creditcard,0,electronics,1,0
1,1,5.040929,paypal,0,food,,1
644,1,4.886641,paypal,0.884027778,shopping,0,0
372,1,5.034622,creditcard,0,electronics,0,0
2000,1,4.836982,paypal,10.86458333,food,1,0
422,1,4.52458,creditcard,59.64861111,shopping,0,0
919,1,4.921318,creditcard,0,electronics,1,0
486,1,4.895263,creditcard,0,food,1,0
1811,1,4.745402,creditcard,0,shopping,0,0
2000,1,4.836982,creditcard,0.013888889,electronics,0,0
235,1,4.921318,creditcard,0.385416667,food,1,0
759,1,4.876771,paypal,132.6736111,shopping,1,0
147,1,4.745402,paypal,0.000694444,electronics,1,0
74,1,4.962055,creditcard,0.000694444,food,0,0
36,4,4.748314,paypal,0,shopping,1,0
2,1,4.748314,creditcard,1.127083333,electronics,0,0
450,1,5.040929,creditcard,5.431944444,food,0,0
83,1,4.52458,storecredit,82.25138889,shopping,1,0
1597,1,4.748314,paypal,0,electronics,0,0
1804,1,4.748314,storecredit,1.919444444,food,1,0
2000,1,4.745402,creditcard,599.6715278,electronics,1,0
135,1,4.895263,creditcard,0,food,1,0
16,1,4.742303,creditcard,0.000694444,shopping,0,0
1639,1,5.034622,paypal,0.107638889,electronics,0,0
170,1,4.921349,creditcard,113.8659722,food,0,0
28,1,4.748314,creditcard,3.188888889,shopping,1,0
634,1,4.921318,paypal,0.000694444,electronics,0,0
2000,1,4.921318,creditcard,0,food,0,0
2000,1,4.886641,creditcard,0.003472222,shopping,1,0
13,1,3.575983,paypal,0.308333333,electronics,1,0
2000,1,4.921318,paypal,469.9680556,food,0,0
653,1,4.921349,creditcard,550.7590278,shopping,1,0
2000,1,4.505662,creditcard,977.1166667,electronics,1,0
271,1,4.921349,paypal,0,food,1,0
113,1,4.742303,creditcard,0,electronics,1,0
348,1,4.461622,paypal,116.5888889,food,0,0
2000,1,4.965339,creditcard,852.3993056,shopping,1,0
914,1,5.034622,paypal,0.001388889,electronics,0,0
1279,1,4.742303,creditcard,0,food,1,0
2,1,4.921318,creditcard,0.001388889,shopping,0,0
2000,1,4.836982,creditcard,207.9763889,electronics,1,0
18,1,4.836982,storecredit,0,food,1,0
57,1,4.921318,creditcard,56.41527778,shopping,1,0
2000,1,4.921318,creditcard,857.8222222,electronics,1,0
159,1,4.836982,paypal,157.8048611,food,1,0
123,1,5.034622,creditcard,105.4673611,shopping,1,0
182,1,5.034622,creditcard,181.7319444,electronics,1,0
1,1,4.836982,creditcard,0,food,,1
15,1,4.52458,creditcard,0.113194444,shopping,1,0
1044,1,4.921349,creditcard,0,electronics,0,0
297,1,4.895263,creditcard,0,food,1,0
3,1,4.057414,creditcard,2.638194444,shopping,0,0
130,1,4.745402,creditcard,0,electronics,0,0
506,1,4.836982,paypal,126.1173611,food,1,0
886,1,5.017904,creditcard,728.9319444,shopping,0,0
83,1,5.034622,creditcard,0.004166667,electronics,0,0
48,1,4.895263,storecredit,0.001388889,food,0,0
91,1,4.886641,paypal,0.000694444,shopping,1,0
137,1,4.895263,creditcard,0,electronics,1,0
1672,1,4.921349,paypal,176.9152778,food,1,0
253,1,4.895263,creditcard,0,shopping,1,0
2000,1,4.745402,storecredit,0.688888889,electronics,0,0
1935,1,4.748314,creditcard,0.318055556,food,1,0
4,1,5.034622,creditcard,3.061805556,shopping,1,0
615,1,2.94894,creditcard,523.4972222,electronics,0,0
1288,1,4.962055,storecredit,0,food,1,0
1402,1,4.748314,creditcard,0,shopping,1,0
2000,1,4.876771,storecredit,0,electronics,0,0
178,1,4.52458,paypal,0.001388889,food,1,0
158,1,4.962055,creditcard,126.1555556,shopping,0,0
139,1,4.52458,creditcard,138.3451389,electronics,0,0
2000,1,4.52458,paypal,880.4819444,food,0,0
44,1,5.034622,paypal,43.17013889,shopping,0,0
544,1,4.836982,creditcard,273.9194444,electronics,1,0
1359,1,4.836982,creditcard,0,food,0,0
1928,1,4.962055,paypal,454.7743056,shopping,1,0
2000,1,4.921349,creditcard,126.1020833,electronics,0,0
82,1,4.836982,creditcard,81.83680556,food,1,0
3,1,5.034622,creditcard,2.397222222,shopping,0,0
1506,1,4.895263,paypal,0.006944444,electronics,1,0
133,1,4.745402,paypal,0,food,0,0
2000,1,4.52458,creditcard,0.873611111,shopping,1,0
2000,1,4.748314,creditcard,60.69236111,electronics,0,0
752,1,4.886641,creditcard,0.000694444,food,1,0
2000,5,5.017904,creditcard,981.3465278,shopping,1,0
705,1,4.921349,creditcard,7.729861111,electronics,0,0
2000,1,4.886641,creditcard,0,food,1,0
1975,1,4.748314,creditcard,0,shopping,1,0
3,1,5.017904,creditcard,2.058333333,electronics,0,0
2000,1,4.876771,paypal,1.863194444,food,0,0
1265,1,5.040929,creditcard,218.2166667,shopping,0,0
33,1,4.965339,creditcard,32.85763889,electronics,0,0
765,1,4.836982,paypal,337.6270833,food,0,0
82,1,5.017904,paypal,1.8375,shopping,1,0
160,1,4.962055,creditcard,159.2229167,electronics,1,0
2000,1,4.461622,paypal,0.000694444,food,0,0
1072,1,4.836982,creditcard,902.9979167,shopping,0,0
2,1,4.52458,creditcard,0,electronics,0,0
117,1,4.748314,creditcard,0,food,0,0
2,1,4.52458,paypal,0,shopping,0,0
12,1,3.066058,creditcard,0.020138889,electronics,1,0
546,1,4.962055,creditcard,471.5868056,food,0,0
1273,1,4.886641,creditcard,0,shopping,1,0
39,1,4.876771,paypal,0,electronics,0,0
1669,1,5.034622,creditcard,0.000694444,food,1,0
2000,1,4.895263,creditcard,393.7868056,shopping,1,0
5,1,4.965339,creditcard,4.877083333,electronics,1,0
27,1,4.745402,creditcard,26.62361111,food,0,0
36,1,5.017904,creditcard,0.328472222,shopping,0,0
1248,1,4.921349,creditcard,811.1965278,electronics,1,0
1446,1,5.034622,paypal,4.002083333,food,1,0
2000,1,5.034622,creditcard,152.8291667,shopping,1,0
215,1,2.94894,paypal,214.3506944,electronics,0,0
6,1,4.962055,creditcard,0,food,1,0
34,1,4.876771,creditcard,0,shopping,0,0
1232,1,4.895263,paypal,0.002777778,electronics,1,0
1363,1,4.461622,creditcard,537.3013889,food,1,0
963,1,4.876771,creditcard,213.9527778,shopping,0,0
372,1,4.965339,creditcard,371.0520833,electronics,0,0
1982,1,4.057414,creditcard,3.869444444,food,1,0
196,1,4.886641,creditcard,195.5569444,shopping,1,0
238,1,3.954522,creditcard,237.9930556,electronics,1,0
160,1,4.895263,creditcard,0,food,0,0
1322,1,4.742303,creditcard,500.5423611,shopping,1,0
2000,1,4.965339,creditcard,0,electronics,0,0
2000,1,4.745402,creditcard,561.7715278,food,1,0
1344,1,5.017904,creditcard,758.99375,shopping,1,0
2000,1,4.895263,creditcard,0,electronics,1,0
241,1,4.886641,creditcard,76.84930556,food,1,0
906,5,4.52458,creditcard,874.1472222,shopping,1,0
2000,1,4.886641,creditcard,0,electronics,0,0
5,1,4.52458,creditcard,4.591666667,food,1,0
82,1,4.745402,creditcard,0,shopping,1,0
1282,1,4.52458,creditcard,0,electronics,0,0
2,1,4.836982,creditcard,0.954861111,food,1,0
1513,1,4.461622,paypal,0.336805556,shopping,1,0
60,1,4.895263,creditcard,59.95486111,electronics,1,0
2000,1,4.921318,paypal,626.9451389,food,0,0
1977,1,4.921318,creditcard,0,shopping,1,0
2000,1,4.886641,paypal,0,electronics,0,0
2000,1,4.962055,creditcard,0,food,1,0
775,1,4.876771,creditcard,49.90277778,shopping,1,0
12,1,5.017904,creditcard,11.96944444,electronics,1,0
190,1,5.040929,creditcard,0.000694444,food,0,0
255,1,4.895263,creditcard,0,shopping,0,0
2000,1,4.52458,creditcard,248.475,electronics,0,0
2000,1,4.748314,creditcard,0,food,1,0
556,1,5.017904,creditcard,0,shopping,1,0
467,1,4.745402,creditcard,66.61875,electronics,0,0
2000,1,4.876771,creditcard,0,food,0,0
238,1,4.836982,creditcard,0,shopping,0,0
633,1,5.017904,creditcard,600.2354167,electronics,1,0
39,1,4.748314,paypal,0,food,0,0
2,1,4.748314,creditcard,1.002777778,shopping,0,0
131,1,4.886641,creditcard,0,food,0,0
148,1,4.52458,paypal,147.0479167,shopping,1,0
1573,1,4.886641,creditcard,372.9701389,electronics,0,0
545,1,3.575983,creditcard,3.15,food,1,0
1340,1,4.876771,creditcard,242.8388889,shopping,0,0
2000,1,5.017904,creditcard,0,electronics,0,0
2000,1,4.876771,paypal,521.3319444,food,0,0
2000,1,5.034622,creditcard,545.9166667,shopping,1,0
1022,1,4.886641,creditcard,287.6076389,electronics,0,0
35,1,4.461622,paypal,0,food,1,0
2000,1,5.034622,creditcard,0.018055556,shopping,1,0
209,1,4.965339,paypal,0,electronics,0,0
1083,1,4.745402,paypal,0.000694444,food,1,0
12,1,5.017904,paypal,0.001388889,shopping,0,0
1363,1,3.483951,creditcard,652.3055556,electronics,1,0
2000,1,3.575983,creditcard,0,food,0,0
70,1,3.954522,paypal,69.88611111,shopping,1,0
34,1,5.034622,creditcard,33.09305556,electronics,1,0
2000,1,4.921349,creditcard,276.4340278,food,1,0
2000,1,5.040929,creditcard,0.003472222,shopping,1,0
70,1,5.034622,paypal,18.92986111,electronics,1,0
26,1,4.057414,creditcard,0.009722222,food,1,0
164,1,4.836982,paypal,0,shopping,1,0
